squadra,categoria,nome_forum,analisi_forum,player_id
GEN,POSSIBILE SORPRESA,PUCZKA,"Alt! Iniziamo con il precisare che comunque lui non è un titolare e la zona di campo sia davanti che dietro è molto affollata, ma proprio per questo potrebbe passare sottotraccia ed essere un colpo low cost ad 1 da mettere lì; lui ha caratteristiche nettamente offensive e sebbene potrebbe soffrire dietro, specie in determinate partite potrebbe risultare decisivo con qualche suo inserimento",7413
GEN,POSSIBILE SORPRESA,MEICHTRY,"Occhio a questo ragazzone Ha dimostrato di avere ottime qualità e soprattutto, giocando in posizione avanzata, potrebbe giovarne e risultare un'ottima scommessa per il vostro centrocampo, specie in ottica assist",7409
GEN,SCONSIGLIATO,MARTIN,"Purtroppo ad oggi è abbastanza fuori dal progetto, lui avrebbe tutte le qualità specie per portare +1 con il piede che si ritrova, ma non possiamo che inserirlo qui seppur a malincuore",2593
INT,CONSIGLIATO,PORTA INTER,"La scelta del portiere al Fantacalcio dovrebbe considerare l'equilibrio tra il valore dell'estremo difensore e la solidità della squadra davanti a lui. In forza di ciò, noi crediamo che il passaggio da Sommer a J. Martinez possa rappresentare un possibile upgrade per la porta dell'Inter. I dati della scorsa stagione raccontano una situazione piuttosto particolare: secondo Understat, l'Inter ha chiuso il campionato con la miglior difesa della Serie A per xG concessi (35,0), subendo esattamente 35 gol. Questo significa che la squadra ha concesso meno rispetto ad altre squadre e che il reparto difensivo ha lavorato ad ottimi livelli. Non a caso i nerazzurri hanno chiuso anche tra le squadre con il maggior numero di clean sheet del campionato; analizzando invece il rendimento del singolo portiere emerge un dato interessante. Secondo FotMob, Sommer ha terminato la stagione con -2,4 gol evitati, il 19° dato della Serie A, davanti al solo Montipò (-10,7). Per avere un termine di paragone, i migliori portieri del campionato sono stati Maignan (+10,5), Carnesecchi (+7,1), Falcone (+6,4), Provedel (+5,9) e Svilar (+4,7). I dati non mostrano necessariamente che Sommer abbia disputato una stagione negativa (anche se per noi lo è stata) ma evidenziano come il contributo del portiere sia stato inferiore rispetto a quello offerto dalla struttura difensiva della squadra. In altre parole, l'Inter ha costruito la propria solidità soprattutto grazie al collettivo. Ed è proprio qui che vediamo il potenziale di Josep Martinez. Se l'Inter riuscirà a mantenere gli stessi standard difensivi, il nuovo titolare potrebbe beneficiare di un contesto estremamente favorevole, con poche occasioni concesse e un elevato potenziale di clean sheet. Inoltre, dalle prime uscite, Martinez ha mostrato caratteristiche diverse rispetto a Sommer come: maggiore aggressività nelle uscite, più presenza sui palloni alti e maggiore reazione sulle respinte. A rendere ancora più interessante il pacchetto c'è la scelta di affiancargli Provedel, un secondo affidabile che garantisce copertura in caso di turnover o imprevisti. Inoltre, ci aspettiamo che il reparto possa fare un ulteriore passo avanti grazie ad un anno di lavoro in più sui principi di gioco di Chivu, l'inserimento di Stones ed il rientro momentaneo di Pavard che sulla carta possono alzare ulteriormente il livello della linea difensiva. Per questi motivi consideriamo il duo Martinez J. + Provedel una delle porte più interessanti del prossimo fantacalcio: la base difensiva è già da top di categoria e, se Martinez riuscirà a migliorare il rendimento tra i pali rispetto a quanto fatto da Sommer nella voce gol evitati, vi sarà il margine per vedere una stagione migliore a livello difensivo.",
INT,CONSIGLIATO,AKANJI,"Partito inizialmente come braccetto, ha trovato ben presto la propria dimensione al centro della retroguardia, diventandone il punto di riferimento. Akanji è il classico difensore che ogni fantallenatore vorrebbe avere: affidabile, continuo e raramente sotto la sufficienza. Trasmette sicurezza all'intero reparto, detta i tempi della linea difensiva e rappresenta il vero leader della fase di non possesso nerazzurra. Lo scorso campionato ha saltato soltanto le ultime tre giornate, quando i giochi erano ormai chiusi, a testimonianza di quanto fosse imprescindibile per Chivu. Alla sua eccellente media voto ha aggiunto anche un paio di bonus, dettaglio che ne aumenta ulteriormente il valore fantacalcistico. È uno dei migliori regolaristi da modificatore dell'intero listone e, nelle leghe con il modificatore difesa, rappresenta un investimento di assoluta affidabilità. Al Mantra, nel ruolo di Dc, è semplicemente un top di categoria: pagarlo il giusto significa assicurarsi uno dei pilastri difensivi dell'intera Serie A.",4159
INT,CONSIGLIATO,DIMARCO,"È stato vicino al cambio di ruolo dopo la stagione straordinaria dello scorso anno, ma averlo ancora difensore lo rende un autentico ""bug"" del listone. L'Inter sviluppa gran parte della propria manovra sulla corsia sinistra e questo gli consente di occupare stabilmente zone molto avanzate del campo. Tra assist, calci piazzati e conclusioni dalla distanza resta un top assoluto. Ripetere i numeri monstre della scorsa stagione sarà complicato, ma un bottino di 4-5 gol e 8-10 assist è assolutamente nelle sue corde.",254
INT,CONSIGLIATO,ZIELINSKI,"Archiviati i problemi fisici (vesciche) delle stagioni precedenti, Piotr è tornato a esprimersi ai livelli migliori della carriera. Tecnica, visione di gioco, inserimenti, tiro dalla distanza e possibilità di calciare i rigori in assenza di Calhanoglu: possiede tutto ciò che serve per essere un centrocampista di altissimo profilo. Leader tecnico della squadra e punto fermo di Chivu, è uno dei nomi su cui puntare con maggiore convinzione.",152
INT,CONSIGLIATO,THULA,"Più che soffermarci sui singoli, il consiglio è quello di puntare sull'intero reparto offensivo nerazzurro. Il 3-5-2 di Chivu continua a valorizzare le due punte, che si completano alla perfezione alternando movimenti incontro, attacchi alla profondità e occupazione dell'area di rigore. Un sistema ormai consolidato che, anno dopo anno, garantisce continuità realizzativa ai propri attaccanti. Lautaro e Thuram restano naturalmente i riferimenti principali e rappresentano una delle coppie offensive più affidabili della Serie A: in qualsiasi giornata hanno qualità e caratteristiche per trovare la via del gol. Alle loro spalle, inoltre, Pio Esposito e Bonny assicurano profondità al reparto e avranno occasioni importanti nel corso della stagione, soprattutto in un'annata ricca di impegni. Investire sull'attacco dell'Inter significa affidarsi a un reparto che, salvo sorprese, continuerà a essere tra i più prolifici del campionato.",
INT,POSSIBILE SORPRESA,BISSECK,"Sorpresa che vale quasi una conferma, viene inserito in questa sezione per via della presenza di un big come Stones ma Bisteccone ha tutte le carte in regola per rifare una grande stagione. Pressochè perfetto per la linea difensiva impostata da Chivu, capace di limare pure certe amnesie che talvolta lo penalizzavano, calciatore di uno strapotere fisico impressionante. Ha appena rinnovato il suo contratto e la società ci punterà forte, il ragazzo è quasi una certezza di questa squadra",6217
INT,POSSIBILE SORPRESA,DIOUF,"La sensazione è che se non dovesse arrivare nessuno di altamente competitivo dal mercato, il posto sull'out di destra sarà molto probabilmente il suo, in questo scenario Diouf può essere una scheggia impazzita che scombussola un pò le previsioni fantacalcistiche. Al mantra rappresenta una bella soluzione come E, il 3-5-2 ormai consolidato e rodato tende a premiare gli esterni che sanno inserirsi a fari spenti sul secondo palo",6274
INT,POSSIBILE SORPRESA,FRANCESCO PIO ESPOSITO,"Attaccante d'altri tempi, dominante fisicamente e letale negli ultimi sedici metri. Per movimenti e presenza in area ricorda il primo Luca Toni. Dopo un anno di apprendistato è arrivato il momento di alzare l'asticella. Gli impegni ravvicinati potrebbero garantirgli un minutaggio importante e noi crediamo che abbia tutte le qualità per raggiungere la doppia cifra bassa. Tra gli attaccanti di seconda fascia è probabilmente (più che) una scommesse intrigante del listone.",7071
INT,SCONSIGLIATO,L.HENRIQUE (se listato C),"La scorsa stagione ha deluso le aspettative e, allo stato attuale, continua a non offrire sufficienti garanzie. Diouf sembra avergli già preso vantaggio nelle gerarchie e il mercato potrebbe ulteriormente complicarne il percorso. Da centrocampista il rapporto qualità-prezzo rischia di non essere conveniente: salvo occasioni, si può tranquillamente guardare altrove.",5301
JUV,CONSIGLIATO,YILDIZ,"probabilmente il giocatore più talentuoso della squadra, un ""numero dieci"" di cui la Juve sentiva la mancanza. Se si prendono in esame i giocatori che hanno giocato almeno la metà delle partite, la scorsa stagione ha visto il turco chiudere al 12° posto dell'intero listone per fantamedia, diventando il 9° se consideriamo solo gli attaccanti. Se poi prendiamo in esame la media voto, è stato 8° in tutto il listone e 4° tra i soli attaccanti. Di conseguenza, considerando anche la giovane età e quindi il percorso di crescita ancora in atto, non possiamo non candidarlo come TOP non solo in questa Juve, ma anche negli attaccanti di questa edizione. Se riesce ad avere quella continuità che a un certo punto è venuta a mancare nel finale di stagione, può comodamente puntare alla doppia cifra come goal e, perché no, magari anche coi +1. Chiaramente non è quella tipologia di attaccante che punta ai 20 goal; piuttosto quello che ogni giornata potete schierare con tranquillità, tra buoni voti e bonus di solito ben distribuiti, che siano pesanti o leggeri.",6434
JUV,CONSIGLIATO,BREMER,"esiste una Juventus con Bremer e una Juventus senza Bremer. Basta questo per spiegare come mai il giocatore sia in questa sezione? ma andiamo comunque ad analizzare un po' più nel dettaglio. L'anno scorso in 26 partite a voto ha portato 4 gol e 3 assist con una media di 6.33. Numeri da centrocampista per questa macchina da modificatore. Classico giocatore che da il meglio nelle partite difficili: nel doppio confronto con l'Inter, l'anno scorso ne è uscito con un 7,5 (+2 assist) e un 7. In casa col Napoli ha portato a casa un 7. 6,5 a San Siro contro il Milan e a Torino contro la Roma. Da notare come in 10 occasioni ha portato a casa un voto almeno pari a 6.5, senza fare bonus. C'è da aggiungere altro?",2788
JUV,POSSIBILE SORPRESA,DOUGLAS LUIZ,"sta giocando un ottimo precampionato: gli manca ancora la condizione, ma è chiaro che vuole dimostrare di essere da Juve e di poter giocare in questa squadra. Gode della fiducia del tecnico, che potrebbe impiegarlo come incontrista/tuttocampista al posto di Thuram (per far rifiatare quest'ultimo in occasione degli impegni europei). Non diventerà titolare fisso, ma potrebbe avere molto minutaggio: è dotato di piedi molto buoni e di una forza più che discreta; i suoi inserimenti partendo da dietro potrebbero far male. Tra i vari partenti, lui è sicuramente il giocatore che ha più possibilità di rimanere e di fare bene.",4911
JUV,POSSIBILE SORPRESA,CAMBIASO,"tanti fantallenatori sono stati scottati dal giocatore l'anno scorso: pagato come semitop di reparto (specialmente al mantra, dove era una delle E migliori) ha collezionato molte insufficienze (ben 17, per una media voto finale di 5.81). Lato bonus ha comunque detto la sua (3 gol e 4 assist). Perchè finisce in questa sezione? Il motivo è presto detto: l'hype per il giocatore è diminuito (non è più il giocatore desiderato di due anni fa) e nelle vostre fantaleghe potrebbe andare via a meno. Sarà titolare indiscusso sulla fascia (sia come terzino sinistro che eventualmente come esterno di centrocampo) con discrete possibilità di bonus: nelle amichevoli, schierandosi a 4 dietro, i terzini hanno goduto di molta libertà di azione offensiva. Pagandolo il giusto, potrebbe comunque portarvi qualche soddisfazione",5520
JUV,SCONSIGLIATO,GATTI,"l'arrivo di Celik potrebbe ulteriormente affollare gli spazi dietro, col possibile slittamento di Kalulu al centro. Già lo scorso anno ha avuto poco spazio, e non pensiamo che questa stagione sarà diversa, almeno ai nastri di partenza. Difficile gestione, e all'asta rischiereste pure di non riuscire a prenderlo a 1 credito. Forse non ne vale la pena.",5831
JUV,SCONSIGLIATO,KOOPMEINERS,"speriamo che il detto ""non c'è due senza tre"" per lui non valga, e che la terza stagione possa regalargli qualche gioia in maglia bianconera. Tuttavia, a oggi, non possiamo non ribadire la poca fiducia che abbiamo in lui. Ad attestarlo, c'è il giudizio complessivo di noi esperti, nella somma che abbiamo fatto per ogni giocatore (peggio di lui a centrocampo, solo i partenti Arthur e Douglas Luiz). E' chiaro che in leghe numerose, volendo, una manciata di crediti come slot scommessa, se siete coperti, potete anche decidere di buttarcelo. Però poi finisce lì, anche perché ha parte dietro in tutte le gerarchie per i posti che potrebbe occupare, che sia in mediana o sulla trequarti. Le prospettive sono quindi poco convincenti ed esaltanti, e non lasciano molto spazio a speranze.",5685
LAZ,CONSIGLIATO,TAYLOR,"Nei primi mesi giocati in maglia Lazio ha dimostrato di possedere qualità tecniche, visione di gioco e capacità di attaccare l'area avversaria con concretezza. All'interno del reparto di centrocampo è sicuramente il calciatore che offre le maggiori potenzialità sia dal punto di vista della titolarità che da quello della ricerca del bonus. Potrebbe offrire un ottimo rendimento sia da trequartista nel 4-2-3-1, sia da mezzala in un eventuale 4-3-3, proponendosi spesso al limite dell'area avversaria e cercando la conclusione dal limite. Si è dimostrato tecnicamente valido con entrambi i piedi sia in fase di gestione che di conclusione a rete, mettendo in mostra anche una buona personalità.",7314
LAZ,POSSIBILE SORPRESA,DOEKHI,"Arrivato per sostituire Gila, potrebbe passare sottotraccia nelle vostre aste, visto il calo generale nell'appetibilità della difesa della Lazio. Ci aspettiamo un inevitabile periodo di adattamento, dovuto soprattutto alle sue caratteristiche fisiche, che non lo rendono un difensore velocissimo in fase di recupero negli spazi aperti. Tuttavia, la sua capacità di farsi vedere in area avversaria sulle palle inattive potrebbe regalarvi più di qualche gioia dal punto di vista realizzativo. Dovrebbe garantire anche una titolarità pressoché certa, visto che la concorrenza nel ruolo è rappresentata soltanto da Marusic e Gigot: il primo che in realtà sarebbe un terzino destro e il secondo che deve ancora recuperare dal lungo infortunio. Per questo, se riusciste ad assicurarvelo per pochi crediti potrebbe sorprendervi in positivo.",6320
LAZ,POSSIBILE SORPRESA,PEDRAZA,"Attualmente, visti i limiti fisici e tattici di Tavares, sembra destinato a guadagnare i gradi da titolare sulla fascia difensiva di sinistra. La sua capacità di spinta, insieme a una buona tenuta fisica, potrebbero portarlo a diventare una buona sorpresa per questo campionato, anche regalando più di un assist, come già visto nella sua precedente esperienza in Spagna. Anche dal punto di vista della regolarità di prestazioni e di voto potrebbe mettervi al riparo da sorprese negative, dimostrandosi un profilo in grado di offrire una buona tenuta in fase difensiva e affidabilità all'interno della vostra rosa.",4817
LAZ,POSSIBILE SORPRESA,FLORIANI MUSSOLINI,"Questa stagione può diventare per lui un'ottima occasione per mettersi in mostra e continuare nel percorso di crescita che lo ha portato a salire in prima squadra dalle giovanili. A suo vantaggio possiamo sottolineare una concorrenza nel ruolo di terzino destro non proprio granitica, dal momento che Marusic potrebbe essere utilizzato anche come difensore centrale e Lazzari non offre garanzie talmente solide da assicurarsi la titolarità. Per questo, crediamo che Floriani potrebbe ottenere anche più minutaggio del previsto, rivelandosi una buona sorpresa da acquistare a pochissimi crediti. Se il gioco di Gattuso, come intravisto nel precampionato, dovesse valorizzare gli esterni in fase offensiva, potrebbe anche riuscire a collezionare qualche bonus leggero e discreti voti.",7131
LAZ,SCONSIGLIATO,BELAHYANE,"Qualunque sarà il modulo adottato, temiamo che possa andare in difficoltà sotto molteplici aspetti. Principalmente, i suoi limiti fisici non lo rendono adatto per un campionato fatto di lotta muscolare nel 4-2-3-1, mentre una certa lentezza nella gestione del pallone lo rende limitato anche come regista in un eventuale 4-3-3. Considerato poi che nel reparto di centrocampo le soluzioni, almeno dal punto di vista numerico, sono sufficienti, pensiamo che la sua stagione non potrà offrire spunti particolarmente brillanti.",6191
LAZ,SCONSIGLIATO,LAZZARI,"Rimane in rosa per l'ultimo anno di contratto a causa delle scarse capacità economiche della società, ma già da tempo si è dimostrato un calciatore in calo dal punto di vista fisico. Quella che un tempo era la sua caratteristica principale, cioè la capacità di strappare sulle medie distanze, sta pian piano venendo meno, se non per spezzoni di partita. Altro elemento a suo svantaggio è la scarsa integrità muscolare, confermata dal fatto che ogni anno è costretto a fermarsi per ripetuti infortuni al polpaccio. Se a questo uniamo una certa tendenza ad essere poco attento difensivamente e a perdere tutti i duelli sulle palle alte, non possiamo che mettervi in guardia dall'ipotesi di un suo acquisto.",2263
LEC,CONSIGLIATO,TIAGO GABRIEL,"L'anno scorso il migliore del Lecce per distacco, sia lato calcio, che fantacalcio, l'unico con una MV superiore al 6. Il giocatore c'è, non ci sembra un fuoco di paglia, è veloce, bravo nell'uno contro uno e soprattutto sempre concentrato. Il modo di giocare di Di Francesco molto difensivo lo ha aiutato e pensiamo che anche quest'anno possa ripetersi. Chiaramente è sempre un difensore del Lecce, quindi ci saranno alti e bassi, ma secondo noi quest'anno, essendo più conosciuto e acclamato, potrebbe anche portare una MV più alta. Sempre presente in area avversaria, per lui 2 gol l'anno scorso, i due contro principali sono le ammonizioni e la possibile partenza, che potrebbe peggiorare il suo status fantacalcistico. Per noi ad un prezzo basso potrebbe essere un buon colpo, un titolarissimo, che spesso porta voti da modificatore.",6989
LEC,POSSIBILE SORPRESA,GEUBBELS,"Lui è il gran colpo del mercato estivo del Lecce, Trinchera ha sborsato 5 milioni al Paris FC per portarlo in Salento. Geubbels è un'ex giovane promessa francese, costato ben 20 milioni a soli 17 anni, quando dal Lione passò al Monaco. Poi un brutto infortunio ha fermato la sua crescita, costringendolo a vari prestiti inconcludenti, fino a alla ritrovata luce in Svizzera al San Gallo. L'anno scorso nel Paris FC ha tradito un po' le attese, segnando solo 5 gol per poi finire a fare la riserva nel girone di ritorno. Arriva a Lecce, forse una piccola squadra che ti da fiducia è più congeniale per lui, che il grande salto lo ha sempre fallito. Potendo giocare in qualsiasi ruolo dell'attacco, giocherà praticamente sempre, anche se verosimilmente giocherà da punta centrale. Quello che ci preoccupa maggiormente è il modo di giocare del Lecce, che non valorizza molto la punta, come abbiamo visto l'anno scorso, per quello non ci azzardiamo a metterlo tra i consigliati. Considerando che batterà i rigori (in carriera 7 rigori tutti segnati), pensiamo che un 7-9 gol dovrebbe assicurarli. Rimane la punta titolare del Lecce, magari ci sorprende e ne farà qualcuno di più, noi per ora rimaniamo cauti, abbiamo visto la fine che l'anno scorso hanno fatti i vari Stulic/Cheddira/Camarda.",5029
LEC,POSSIBILE SORPRESA,BERISHA,"Il più talentuoso del Lecce: visione di gioco, tiro da fuori, calci piazzati, inserimenti, sarebbe il principale consigliato del Lecce. C'è un però un grosso però, che già conoscete, gli infortuni. L'anno scorso ha giocato solo 13 partite, segnando 2 gol e facendo 3 assist, poi si è rotto a Dicembre e non ha più messo piede in campo. Purtroppo l'anno scorso non è stato un caso, in 3 stagioni di serie A, non è riuscito mai a giocare più di 17 partite. Tuttora sta ancora facendo riabilitazione, si tratta di una vera e propria scommessa, perchè il rischio che anche quest'anno non arrivi a 20 partite è alto. Di contro, se gioca, è il giocatore del Lecce più appetibile al fantacalcio per le sue caratteristiche.",6015
LEC,SCONSIGLIATO,DANILO VEIGA,"A livello calcistico fa il suo, senza infamia e senza lode. A livello fantacalcistico invece è un disastro, MV del 5,82, FM del 5,69, 9 ammonizioni, potenziali bonus visti neanche dal binocolo. Totalmente inutile a parte la titolarità. Si dice di lui che è un terzino offensivo, quasi un esterno, ma al momento non ha fatto vedere nulla di tutto ciò, anche quando schierato esterno di centrocampo. Per di più, anche quando gioca partite da 6, viene bastonato dai pagellisti. Insomma meglio lasciar perdere.",6990
MIL,CONSIGLIATO,RAMOS,"Sarà il terminale offensivo di un Milan a forte trazione anteriore, costruito su misura per rifornire la prima punta con una mole di gioco importante. Forte di testa ed efficace all'interno dell'area di rigore, Ramos ha il compito di capitalizzare il lavoro dei trequartisti e degli esterni nel sistema di Amorim. Possiede tutte le caratteristiche fisiche e tecniche per imporsi con forza nel nostro campionato e, complice anche lo status di potenziale rigorista (anche se le prime indicazioni vedono ancora Nkunku come primo rigorista rossonero), rappresenta senza dubbio il profilo di maggior spicco dell'attacco rossonero e un attaccante di prima fascia sul listone di quest'anno.",6397
MIL,CONSIGLIATO,SAELEMAEKERS,"L'esterno belga incarna alla perfezione la duttilità e le caratteristiche richieste da Amorim sia ai laterali di fascia che ai trequartisti. Giocatore che durante l'anno verosimilmente si disimpegnerà in diversi ruoli tra le due corsie esterne e i due sottopunta, fa del dinamismo, della tecnica nello stretto e dell'uno contro uno i suoi principali cavalli di battaglia: qualità ideali per la proposta di gioco del tecnico portoghese. Il belga si prospetta come un elemento fondamentale nelle rotazioni del Milan della prossima stagione e, per la sua capacità di andare a voto praticamente sempre garantendo un ottimo rendimento, rappresenta una pedina preziosa da avere nella propria squadra.",4892
MIL,POSSIBILE SORPRESA,CHUKWUEZE,"Di rientro dal prestito al Fulham, sembrava essere il classico esubero da piazzare in estate; invece Amorim, fin dalla sua prima intervista, ne ha sottolineato l'importanza per le sue spiccate qualità nel dribbling e nell'uno contro uno. Nelle prime uscite estive viene provato come esterno/laterale di destra: pur mostrando qualche fisiologico limite in fase di copertura, garantisce una spinta notevole e costante in fase di possesso. È un profilo che potrebbe passare eccessivamente sottotraccia all'asta ma che, al contrario, rischia di trovare parecchio spazio nella prossima stagione, sia da laterale a tutta fascia sia da sottopunta, rivelandosi uno di quei jolly offensivi sempre preziosi da avere in rosa, soprattutto visto che è listato come C.",4856
MIL,POSSIBILE SORPRESA,NKUNKU,"Complici le incertezze generali che avvolgono l'ambiente rossonero e l'affollamento sulla trequarti, Nkunku rischia di passare ingiustamente sottotraccia all'asta. Invece, grazie alle sue eccelse doti tecniche, all'estrema duttilità (può spaziare indifferentemente in entrambe le posizioni di sottopunta), al controllo di palla nello stretto unito ad un gran tiro, il francese ha tutto per imporsi e giocare molte partite anche se la titolarità resta non garantita . Non va poi sottovalutato che ad oggi sembra confermato lo status di primo rigorista, confermato anche nel derby in preseason (con sia lui che Ramos in campo, dal dischetto si è presentato e ha trasformato proprio il francese). Può rivelarsi un ottimo 3° slot da far ruotare nelle vostre rose, pronto a scalare in fretta le gerarchie del vostro attacco e a regalarvi parecchi bonus: monitoratelo con attenzione, perché al giusto prezzo rischia di essere una grandissima sorpresa.",4728
MIL,SCONSIGLIATO,GABBIA,"Il roccioso centrale rossonero potrebbe soffrire particolarmente il modo di giocare di Amorim, caratterizzato da una linea difensiva molto alta e da una costante impostazione dal basso, fondamentali in cui l'italiano fa più fatica. Avere tanto campo alle spalle da coprire può rappresentare un grosso problema, così come l'assetto spiccatamente offensivo del Milan lo costringerà a sostenere numerosi duelli in velocità, situazioni che per caratteristiche soffre. Inoltre, con il mercato aperto ancora per qualche settimana, non è escluso l'arrivo di un nuovo centrale che possa soffiargli il posto. Una sua presa può avere senso soltanto a pochissimi crediti per completare il reparto: non acquistatelo sperando di assicurarvi un titolare fisso dalla buona media voto.",4401
MIL,SCONSIGLIATO,TOMORI,"Con l'arrivo di Mario Gila, il difensore inglese vede soffiarsi molto probabilmente il posto da braccetto titolare di destra. Reduce da ultime stagioni caratterizzate da più errori che salvataggi o prestazioni da ricordare, nel nuovo Milan di Amorim ogni piccola ingenuità rischia di costare caro: l'assetto difensivo spinto e molto alto del tecnico portoghese, infatti, lascia pochissimo margine di errore ai centrali. Tomori non è ormai più né un titolare inamovibile né un profilo da media voto garanzia: una sua presa può aver senso soltanto a pochissimi crediti a completamento del reparto, altrimenti vi consigliamo di guardare altrove.",4751
MON,CONSIGLIATO,PESSINA,"Oh capitano, mio capitano. Sarà un'altra volta una colonna portante del ritorno in Serie A, e sicuramente è l'elemento più appetibile di questo Monza, essendo rigorista designato e anche battitore di piazzati. Naturalmente, in base anche a quanto scritto nella sua descrizione, fate attenzione al prezzo ragazzi, il buon Matteo è un regolarista con buone velleità di bonus e gioca pur sempre in una neopromossa... però per noi questa stagione continuerà a essere uno degli elementi più decisivi dei brianzoli.",2741
MON,CONSIGLIATO,CUTRONE,"Eterna promessa o meno, Patrick ha ancora tanto da dare al Monza, e sicuramente avrà anche tanto da dare a voi fantallenatori. Potrebbe venire snobbato discretamente all'asta, ed è lì che dovete fiondarvi per prenderlo subito e fare l'affare a basso costo. Giocatore che diventa utile principalmente per aiutarvi nei turni in cui il Monza sarà impegnato in casa e in partite semplici, soprattutto per dare il cambio a qualche vostro titolare con una partita molto più impegnativa. Per noi Esperti il gioco può valere la candela, rappresenta uno dei migliori attaccanti per chiudere il reparto.",2155
MON,POSSIBILE SORPRESA,COLPANI,"Ragazzo che ne ha passate delle brutte in maglia Viola... al Monza riuscirà riscattarsi e tornare il centrocampista ammirato nell'anno 23-24? Molto difficile riproporre quei bonus, considerando anche la squadra che è profondamente cambiata, ma può essere allo stesso modo una buona scommessa a basso prezzo per il vostro centrocampo, con un potenziale enorme. Tutti quanti noi facciamo il tifo per lui, perché i colpi da biliardo certamente non gli mancano...",5878
MON,POSSIBILE SORPRESA,MANGAS,"Anche il portoghese è uno degli elementi più interessanti lato fantacalcistico per il Monza. D'altronde, da queste parti non si vedono troppo spesso profili che hanno giocato anche in Champions League, e come non farsi conquistare dal suo look anni '80 con quel baffetto suave... Porterà al Monza esperienza internazionale, e il gioco di Juric favorisce gli esterni a tutta fascia, motivo per il quale se volete essere cool & fashion anche voi, l'acquisto del buon Ricardo ha buone possibilità di portarvi buoni voti e qualche sporadico bonus in rosa, come elemento da ruotare nelle partite più alla portata dei biancorossi.",7485
MON,SCONSIGLIATO,PETAGNA E CIURRIA,"Entrambi sconsigliati per lo stesso motivo: età avanzata, concorrenza nel ruolo (partono entrambi dietro a livello gerarchico), e soprattutto nel caso del centravanti, una tenuta fisica che non impressiona per niente. Tutti motivi per il quale finiscono di diritto in questa sezione, sperando che diano lo stesso una mano ai brianzoli per provare a raggiungere la salvezza... ma voi che potete, statene alla larga durante l'asta!",5880
NAP,CONSIGLIATO,SANTOS,"Sorpresa di questa stagione? Noi crediamo e ci auguriamo di sì. Poco da dire, va puntato e forte all'asta, il brasiliano ha tutte le qualità per mettersi in mostra e portarsi sulle spalle i propri compagni in attacco, sia da titolare che da subentrante. In solo tredici partite (in una squadra difensiva allenata da Conte), ha portato 4 gol e un'ottima media voto. Pensate in un intero campionato cosa può fare, e in questo nuovo tridente più offensivo. Nel caso non doveste riuscire ad acquistare il biondino danese, lui è la primissima alternativa in termini di rendimento, e tra l'altro verrà pagato molto meno. Semplicemente un Super Santos consigliatissimo.",7351
NAP,CONSIGLIATO,HØJLUND,"Come scritto nel suo specchietto, abbiamo fiducia che il ragazzo possa migliorare i suoi numeri, anche perché il ritorno al 4-3-3 può essere letto come un ritorno alle radici, ciò che ha caratterizzato il Napoli nell'ultimo decennio per intenderci, da Sarri passando per Spalletti e Conte, con Allegri che sfrutterà le caratteristiche dei suoi ragazzi nel tridente, risultando dunque in una squadra più offensiva. Il danese per noi può fare bene ed essere valorizzato di più dai suoi compagni. Perderà i rigori con ogni probabilità, ma una migliore costanza sottoporta gli permetterà di compensare più che abbondantemente la mancanza dei tiri dal dischetto. Date un occhio al prezzo in sede d'asta come sempre, ma Højlund è da ritenersi un attaccante sicuro in cui investire quest'anno, che vi garantisce come minimo la doppia cifra e un paio di assist. E stesso il giocatore ha riferito che vuole fare meglio rispetto alla scorsa stagione...",6052
NAP,CONSIGLIATO,LA PORTA NAPOLI,"Dopo l'anno scorso ci riproviamo: l'arrivo di Allegri ha l'obiettivo di riportare una maggiore serenità in difesa, a cominciare proprio dai portieri e da un dualismo che andrà inevitabilmente gestito meglio. Noi confidiamo che il nuovo corso già possa iniziare a portare i propri frutti, garantendo quindi più solidità nella retroguardia, e conseguentemente una riduzione delle reti subite e un aumento dei clean sheet. Il blocco Napoli, per questioni di sicurezza, è obbligatorio , quindi dovrete prendere sia Meret che il secondo portiere (al momento Milinkovic-Savic). Il lato positivo è che il costo potrebbe essere leggermente inferiore rispetto all'anno scorso, e dunque la porta Napoli si candida nuovamente a essere una delle porte migliori del campionato.",
NAP,POSSIBILE SORPRESA,IL CENTENARIO,"100. Cento anni di storia del Napoli, che incomincia il suo viaggio nel lontano agosto 1926, quando con Giorgio Ascarelli da Internaples diventa Associazione Calcio Napoli. A prescindere dal risultato, questa sarà una stagione significativa per Napoli, per il Napoli, e per tutti i tifosi del Napoli. L'umore non può che essere alle stelle, soprattutto dopo aver vinto due scudetti negli ultimi anni, e un rinnovato spirito agonistico potrebbe caratterizzare la squadra di Allegri per quest'anno. Oppure stiamo semplicemente parlando di un fuoco di paglia... ma i giocatori secondo noi ci tengono a fare particolarmente bene in quest'annata storica. Una naturale conseguenza non può che essere un miglioramento del rendimento dei calciatori e della squadra, con conseguente aumento di medie voto, numeri, bonus, e chi più ne ha più ne metta.",
